T_1a-lh,T_1b-lh,T_2a-LH,T_sat.lh,S.H_lh coil,D_coil lh,H_coil lh,S_coil lh,T_1a-ctr,T_1b-ctr,T_2a-ctr,T_sat.ctr,S.H_ctr coil,D_coil ctr,H_coil ctr,S_coil ctr,T_1a-rh,T_1c-rh,T_2a-RH,T_sat.rh,S.H_rh coil,D_coil rh,H_coil rh,S_coil rh,P_suction,T_2b,T_sat.comp.in,S.H_total,D_comp.in,H_comp.in,S_comp.in,T_3a,rpm,T_3b,P_disch,T_4a,T_sat.cond,S.C,T_waterin,T_waterout,T_4b-lh,T_sat.txv.lh,S.C-txv.lh,H_txv.lh,T_4b-ctr,T_sat.txv.ctr,S.C-txv.ctr,H_txv.ctr,T_4b-rh,T_sat.txv.rh,S.C-txv.rh,H_txv.rh,m_dot,qc
,43.235650166666666,53.33311766666666,-16.116871410599273,69.44998907726594,3.676494637199729,605.6355422302296,2.6436163103081083,,38.308633,48.144796,-16.116871410599273,64.26166741059936,3.7187524789263575,600.8785774641121,2.6268404208946365,,37.515045,42.586248,-16.116871410599273,58.703119410599356,3.7652586743402043,595.815413345883,2.6087946978854606,12.930356,45.361338,-16.116871410599273,61.47820941059926,3.741877493047034,598.3389234603312,2.6178136171558943,102.983418,,107.226,142.18631,87.081117,86.1827047261631,-0.8984122738369251,82.309601,86.361078,80.818846,86.1827047261631,5.3638587261630395,270.8940581216183,75.598062,86.1827047261631,10.584642726162997,262.9972411473741,61.94788,86.1827047261631,24.234824726163083,242.7905393982549,2064.9301611164856,301329.88074421644
,34.4023915,51.499698,35.92268711730867,15.577010882691479,10.549736292424104,592.5140481849091,2.4246182339537263,,29.518249,45.717967,35.92268711730867,9.795279882691352,10.722248971122742,586.8420549472906,2.4045314756924863,,28.785878,44.299962,35.92268711730867,8.377274882691427,10.765738491150744,585.4529907732525,2.399577203718259,58.808369,51.553149,35.92268711730867,15.630461882691383,10.548176246274494,592.5665522080741,2.4248031085682937,128.624372,,134.280066,141.334071,85.726019,85.78439560710332,0.058376607103252806,78.854864,91.525732,84.491029,85.78439560710332,1.2933666071032803,276.51058471681495,81.363403,85.78439560710332,4.4209926071032895,271.7238964294035,81.101292,85.78439560710332,4.683103607103249,271.32446462640627,313.93598500432944,43103.90169460428
,31.193643833333336,49.631419333333334,11.2927911675255,38.33862816580787,6.5829648310011715,597.4269143727576,2.5170257748285723,,26.922271,44.280791,11.2927911675255,32.987999832474564,6.669920111813794,592.4056129422501,2.4991854247048613,,26.217385,42.107445,11.2927911675255,30.81465383247455,6.706051219954244,590.3730596247267,2.491909902447426,32.933082,49.688541,11.2927911675255,38.39574983247447,6.582051428651259,597.4806557029623,2.5172156996281876,141.3538,,145.552576,96.43658,77.944243,62.07940762121812,-15.86483537878188,76.544615,87.454228,74.60236,62.07940762121812,-12.522952378781962,605.8955320031641,74.881136,62.07940762121812,-12.801728378782002,606.1903462087101,74.041554,62.07940762121812,-11.962146378781949,605.302443493446,1498.413350871395,-5356.546947185006
,30.523982,48.85128566666666,7.350026887926333,41.50125877874041,6.092508197347431,597.5369878283506,2.5305029900544156,,27.579042,42.768317,7.350026887926333,35.41829011207375,6.182868170823662,591.8635127145325,2.5102997739364343,,25.900268,40.923657,7.350026887926333,33.57363011207368,6.210915954987956,590.1496076124803,2.504148362850059,29.533593,48.423064,7.350026887926333,41.07303711207371,6.098765057715269,597.1364847273874,2.529084742115841,147.687445,,152.036375,179.064114,94.491096,102.07773363709548,7.586637637095396,85.951016,94.44236,86.834304,102.07773363709548,15.243429637095437,280.0814512438506,79.648183,102.07773363709548,22.429550637095453,269.1116743112685,76.971988,102.07773363709548,25.10574563709549,265.07514399120384,210.13350464672968,29423.803568191255
,30.57954266666667,48.328015666666666,10.172790765381116,38.15522490128559,6.457345938762727,596.4476346337777,2.5172464144559927,,27.886172,41.532915,10.172790765381116,31.360124234618922,6.566097263423758,590.0922180904936,2.4945753266269,,27.546446,41.252274,10.172790765381116,31.07948323461892,6.5706854196707205,589.8305919292667,2.493635469806422,31.948076,48.385045,10.172790765381116,38.212254234618946,6.456451758052878,596.5011454654298,2.517436009863466,149.183864,,153.022996,130.379904,84.584139,80.51705394679426,-4.06708505320579,79.50292,93.000425,83.498419,80.51705394679426,-2.981365053205798,606.0784309870269,81.873896,80.51705394679426,-1.3568420532058325,604.2397072843793,80.793791,80.51705394679426,-0.2767370532058521,603.0153794319888,1737.1157517941142,-5931.990856411962
,28.712723166666667,47.661842,4.200450423646952,43.46139157635308,5.730439828544733,597.0632814053487,2.5394976346561062,,25.293942,40.956665,4.200450423646952,36.75621457635308,5.823446287663824,590.8425710175688,2.5172797360136205,,24.230946,40.282685,4.200450423646952,36.08223457635306,5.832996083488515,590.2195925823605,2.5150383120441226,26.952159,47.811624,4.200450423646952,43.611173576353124,5.728402686367199,597.2027248955517,2.539992303463032,147.523726,,150.757906,118.353973,78.155563,74.38724841500876,-3.768314584991299,76.642729,87.495474,73.906098,74.38724841500876,0.4811504150087444,260.44740634342656,74.567551,74.38724841500876,-0.18030258499131832,599.6403588230132,73.532636,74.38724841500876,0.8546124150087394,259.8874505862899,1322.5103724046426,127285.01477975976
,29.0495205,46.87889166666667,1.782333026068521,45.096558640598246,5.462736280108623,596.8037939087027,2.5469039570787078,,25.132767,40.663331,1.782333026068521,38.88099797393153,5.5442322776597885,591.0565961127357,2.5263553392527176,,24.450826,39.676867,1.782333026068521,37.89453397393155,5.557433936747083,590.1478354725455,2.523082753845777,25.048786,47.265035,1.782333026068521,45.482701973931555,5.457766887022571,597.1620678953159,2.5481765834588974,151.028337,,155.437408,170.284459,94.981806,98.50901954710488,3.5272135471048616,85.835754,94.865394,87.813601,98.50901954710488,10.695418547104884,281.6019362653937,80.729107,98.50901954710488,17.7799125471048,270.75066817546724,79.663579,98.50901954710488,18.84544054710485,269.13510142772475,220.5481718015079,30656.36895277058
,29.183109833333333,46.436052,8.890871792870495,37.545180207129576,6.321918901834916,594.9530136723367,2.5161869231474485,,26.35937,39.9535,8.890871792870495,31.06262820712957,6.423493754233623,588.9100373081701,2.4945559846342187,,26.288602,39.561039,8.890871792870495,30.670167207129555,6.429771553339443,588.5453567385479,2.4932416290037662,30.839581,47.004959,8.890871792870495,38.114087207129536,6.313190473223577,595.4851148002556,2.518078313431424,150.276714,,153.958819,122.452733,82.224263,76.52047698241525,-5.7037860175847985,77.905178,91.137265,81.053709,76.52047698241525,-4.533232017584737,605.6399906659661,80.045865,76.52047698241525,-3.525388017584851,604.5180061152422,78.783231,76.52047698241525,-2.2627540175847685,603.111059657251,1633.9742768414178,-6278.390825000687
,27.519073666666667,46.467298,6.373064462431284,40.09423353756872,6.007217779127587,595.5125013663245,2.526608698509538,,24.242157,39.447961,6.373064462431284,33.074896537568726,6.110734602517217,588.9917872354341,2.50325665348019,,23.187341,39.24236,6.373064462431284,32.86929553756879,6.113831956737381,588.8014555616941,2.5025701071737805,28.720303,46.875993,6.373064462431284,40.50292853756871,6.0013204591304055,595.8935473602919,2.527963283528845,148.373768,,151.398801,147.935078,82.560461,88.82892254979522,6.268461549795165,78.911606,87.664768,72.010986,88.82892254979522,16.817936549795014,257.6321022518608,72.850773,88.82892254979522,15.978149549795138,258.884679687272,71.736818,88.82892254979522,17.092104549795124,257.2236841073962,202.83642883900083,29471.651825245808
,29.009452999999997,46.54716966666666,1.2656676201618993,45.281502046504805,5.4089671420007095,596.5940081626865,2.5479527082507953,,25.048852,39.655046,1.2656676201618993,38.38937837983815,5.498535597316884,590.2293484087146,2.5251660500212196,,24.637527,38.967771,1.2656676201618993,37.70210337983817,5.507661581173831,589.5971456206345,2.5228854738559496,24.650784,47.034505,1.2656676201618993,45.76883737983819,5.402764401341949,597.0457828628299,2.5495583496538665,149.539814,,153.625207,145.977535,94.34258,87.935646135418,-6.406933864582129,84.769714,94.569332,87.655387,87.935646135418,0.28025913541798675,281.3871191421433,81.118468,87.935646135418,6.817178135418078,271.34897226052124,80.158072,87.935646135418,7.777574135417842,269.8881781767347,1445.4334144244735,200608.7031890944
